lesson_id,client_id,date,time,branch,program,group,teacher,topic,enrolled,attended,total_absences,excused_absences,student_name,enrollment_status,attendance_flag,duration_academic_hours,duration_clock_hours
4394,639,07.06.2025,12:00,Северный,Программирование,A1,Иванов,Разговор,1,0,0,0,Ученик_639,заморожена,0,1.0,90
4395,639,15.06.2025,9:00,Северный,Математика,C1,Сидорова,Лексика,1,1,0,0,Ученик_639,активна,1,1.0,60
4396,639,20.06.2025,19:00,Северный,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_639,активна,1,1.5,90
4397,639,02.07.2025,16:00,Северный,Программирование,C1,Сидорова,Разговор,1,0,0,0,Ученик_639,заморожена,0,2.0,90
4398,639,06.07.2025,11:00,Северный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_639,активна,1,1.5,45
4399,640,25.06.2024,12:00,Северный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_640,активна,1,2.0,90
4400,640,02.07.2024,14:00,Северный,Математика,A1,Иванов,Лексика,1,0,0,0,Ученик_640,заморожена,0,2.0,90
4401,640,10.07.2024,13:00,Северный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_640,активна,1,2.0,45
4402,640,20.07.2024,14:00,Северный,Программирование,B2,Петров,Разговор,1,1,0,0,Ученик_640,активна,1,1.0,45
4403,640,28.07.2024,18:00,Северный,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_640,активна,1,1.0,60
4404,640,03.08.2024,17:00,Северный,Английский,B2,Петров,Лексика,1,0,0,0,Ученик_640,заморожена,0,2.0,90
4405,640,09.08.2024,13:00,Северный,Математика,C1,Иванов,Разговор,1,1,0,0,Ученик_640,активна,1,1.5,60
4406,641,27.10.2024,20:00,Северный,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_641,активна,1,2.0,90
4407,641,03.11.2024,10:00,Северный,Математика,A1,Иванов,Разговор,1,1,0,0,Ученик_641,активна,1,1.0,45
4408,641,15.11.2024,20:00,Северный,Программирование,A1,Петров,Грамматика,1,0,0,0,Ученик_641,заморожена,0,1.0,45
4409,642,20.07.2025,14:00,Северный,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_642,активна,1,1.5,45
4410,642,27.07.2025,13:00,Северный,Математика,A1,Иванов,Разговор,1,1,0,0,Ученик_642,активна,1,2.0,45
4411,642,05.08.2025,9:00,Северный,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_642,активна,1,1.0,90
4412,642,12.08.2025,15:00,Северный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_642,активна,1,1.5,45
4413,642,19.08.2025,10:00,Северный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_642,активна,1,1.0,45
4414,642,23.08.2025,10:00,Северный,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_642,активна,1,2.0,60
4415,642,04.09.2025,20:00,Северный,Математика,A1,Петров,Грамматика,1,1,0,0,Ученик_642,активна,1,2.0,90
4416,642,11.09.2025,10:00,Северный,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_642,активна,1,1.5,60
4417,643,21.09.2024,12:00,Южный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_643,активна,1,1.0,60
4418,643,26.09.2024,15:00,Южный,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_643,активна,1,1.0,45
4419,643,28.09.2024,11:00,Южный,Программирование,B2,Петров,Грамматика,1,1,0,0,Ученик_643,активна,1,1.0,60
4420,643,11.10.2024,15:00,Южный,Английский,A1,Петров,Разговор,1,1,0,0,Ученик_643,активна,1,1.0,45
4421,643,17.10.2024,16:00,Южный,Математика,B2,Иванов,Разговор,1,0,0,0,Ученик_643,заморожена,0,1.5,90
4422,643,19.10.2024,10:00,Южный,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_643,активна,1,1.0,90
4423,643,02.11.2024,18:00,Южный,Программирование,B2,Сидорова,Разговор,1,1,0,0,Ученик_643,активна,1,1.5,45
4424,643,08.11.2024,14:00,Южный,Программирование,B2,Сидорова,Разговор,1,0,0,0,Ученик_643,заморожена,0,2.0,90
4425,643,10.11.2024,20:00,Южный,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_643,активна,1,1.0,60
4426,644,05.01.2025,13:00,Северный,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_644,активна,1,1.0,60
4427,644,15.01.2025,13:00,Северный,Математика,B2,Иванов,Грамматика,1,0,0,0,Ученик_644,заморожена,0,2.0,45
4428,644,25.01.2025,20:00,Северный,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_644,активна,1,2.0,45
4429,644,31.01.2025,14:00,Северный,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_644,активна,1,2.0,60
4430,644,08.02.2025,9:00,Северный,Английский,B2,Иванов,Грамматика,1,1,0,0,Ученик_644,активна,1,2.0,45
4431,644,15.02.2025,10:00,Северный,Математика,A1,Петров,Грамматика,1,1,0,0,Ученик_644,активна,1,1.0,90
4432,644,15.02.2025,19:00,Северный,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_644,активна,1,1.0,45
4433,644,23.02.2025,9:00,Северный,Английский,B2,Петров,Разговор,1,1,0,0,Ученик_644,активна,1,1.5,60
4434,644,07.03.2025,9:00,Северный,Английский,C1,Иванов,Разговор,1,1,0,0,Ученик_644,активна,1,2.0,90
4435,645,10.01.2025,11:00,Южный,Математика,C1,Иванов,Разговор,1,1,0,0,Ученик_645,активна,1,1.5,90
4436,645,14.01.2025,10:00,Южный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_645,активна,1,1.5,90
4437,645,21.01.2025,19:00,Южный,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_645,активна,1,1.5,60
4438,645,30.01.2025,15:00,Южный,Английский,B2,Сидорова,Грамматика,1,1,0,0,Ученик_645,активна,1,1.0,45
4439,645,02.02.2025,13:00,Южный,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_645,активна,1,1.5,90
4440,646,21.04.2025,12:00,Южный,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_646,активна,1,2.0,90
4441,646,29.04.2025,12:00,Южный,Математика,C1,Петров,Лексика,1,1,0,0,Ученик_646,активна,1,1.5,45
4442,646,02.05.2025,16:00,Южный,Математика,B2,Петров,Лексика,1,0,0,0,Ученик_646,заморожена,0,1.0,45
4443,646,09.05.2025,13:00,Южный,Программирование,B2,Иванов,Лексика,1,0,0,0,Ученик_646,заморожена,0,1.0,60
4444,646,19.05.2025,20:00,Южный,Английский,B2,Сидорова,Грамматика,1,1,0,0,Ученик_646,активна,1,1.0,90
4445,646,26.05.2025,20:00,Южный,Английский,C1,Иванов,Разговор,1,0,0,0,Ученик_646,заморожена,0,1.0,60
4446,646,29.05.2025,17:00,Южный,Математика,C1,Сидорова,Разговор,1,0,0,0,Ученик_646,заморожена,0,1.5,60
4447,646,11.06.2025,17:00,Южный,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_646,активна,1,1.0,90
4448,646,17.06.2025,13:00,Южный,Программирование,B2,Петров,Лексика,1,0,0,0,Ученик_646,заморожена,0,1.5,45
4449,647,24.11.2025,12:00,Южный,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_647,активна,1,1.5,45
4450,647,04.12.2025,16:00,Южный,Английский,A1,Сидорова,Лексика,1,0,0,0,Ученик_647,заморожена,0,2.0,60
4451,647,07.12.2025,14:00,Южный,Английский,A1,Сидорова,Разговор,1,0,0,0,Ученик_647,заморожена,0,1.5,60
4452,647,12.12.2025,9:00,Южный,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_647,активна,1,1.0,90
4453,647,20.12.2025,18:00,Южный,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_647,активна,1,1.5,60
4454,648,23.09.2025,14:00,Северный,Английский,C1,Иванов,Лексика,1,1,0,0,Ученик_648,активна,1,2.0,90
4455,648,05.10.2025,14:00,Северный,Математика,C1,Иванов,Разговор,1,1,0,0,Ученик_648,активна,1,1.0,90
4456,648,11.10.2025,11:00,Северный,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_648,активна,1,1.5,45
4457,648,16.10.2025,15:00,Северный,Программирование,A1,Иванов,Разговор,1,1,0,0,Ученик_648,активна,1,1.5,60
4458,649,18.04.2024,20:00,Основной,Программирование,C1,Петров,Грамматика,1,0,0,0,Ученик_649,заморожена,0,2.0,60
4459,649,25.04.2024,17:00,Основной,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_649,активна,1,1.5,90
4460,649,05.05.2024,10:00,Основной,Английский,C1,Иванов,Лексика,1,1,0,0,Ученик_649,активна,1,2.0,60
4461,649,11.05.2024,11:00,Основной,Английский,A1,Иванов,Грамматика,1,0,0,0,Ученик_649,заморожена,0,1.0,60
4462,649,22.05.2024,11:00,Основной,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_649,активна,1,1.0,90
4463,649,28.05.2024,15:00,Основной,Английский,B2,Иванов,Разговор,1,0,0,0,Ученик_649,заморожена,0,1.5,90
4464,649,31.05.2024,13:00,Основной,Английский,A1,Петров,Грамматика,1,0,0,0,Ученик_649,заморожена,0,1.5,90
4465,649,13.06.2024,12:00,Основной,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_649,активна,1,2.0,60
4466,649,17.06.2024,10:00,Основной,Программирование,B2,Сидорова,Грамматика,1,1,0,0,Ученик_649,активна,1,1.0,90
4467,649,24.06.2024,16:00,Основной,Программирование,A1,Петров,Лексика,1,1,0,0,Ученик_649,активна,1,1.0,60
4468,650,22.01.2025,20:00,Основной,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_650,активна,1,1.0,90
4469,650,27.01.2025,11:00,Основной,Программирование,B2,Иванов,Разговор,1,0,0,0,Ученик_650,заморожена,0,1.0,90
4470,650,03.02.2025,20:00,Основной,Программирование,C1,Петров,Лексика,1,1,0,0,Ученик_650,активна,1,2.0,90
4471,650,08.02.2025,19:00,Основной,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_650,активна,1,2.0,60
4472,650,19.02.2025,17:00,Основной,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_650,активна,1,2.0,45
4473,650,21.02.2025,10:00,Основной,Английский,B2,Иванов,Грамматика,1,1,0,0,Ученик_650,активна,1,2.0,90
4474,650,27.02.2025,12:00,Основной,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_650,активна,1,1.5,45
4475,650,10.03.2025,19:00,Основной,Английский,A1,Петров,Лексика,1,0,0,0,Ученик_650,заморожена,0,2.0,60
4476,650,16.03.2025,10:00,Основной,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_650,активна,1,1.0,45
4477,650,22.03.2025,9:00,Основной,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_650,активна,1,1.5,90
4478,651,27.02.2026,20:00,Северный,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_651,активна,1,1.0,45
4479,651,06.03.2026,17:00,Северный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_651,активна,1,1.0,60
4480,651,08.03.2026,10:00,Северный,Математика,C1,Сидорова,Грамматика,1,1,0,0,Ученик_651,активна,1,1.0,60
4481,651,13.03.2026,18:00,Северный,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_651,активна,1,1.5,45
4482,652,15.06.2025,16:00,Южный,Программирование,B2,Петров,Разговор,1,1,0,0,Ученик_652,активна,1,2.0,90
4483,652,22.06.2025,12:00,Южный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_652,активна,1,1.5,90
4484,652,29.06.2025,10:00,Южный,Английский,A1,Петров,Грамматика,1,1,0,0,Ученик_652,активна,1,2.0,60
4485,652,07.07.2025,13:00,Южный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_652,активна,1,1.5,60
4486,652,10.07.2025,12:00,Южный,Математика,B2,Сидорова,Разговор,1,1,0,0,Ученик_652,активна,1,2.0,45
4487,652,20.07.2025,17:00,Южный,Программирование,A1,Сидорова,Грамматика,1,0,0,0,Ученик_652,заморожена,0,2.0,45
4488,653,30.07.2024,20:00,Основной,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_653,активна,1,1.0,90
4489,653,08.08.2024,18:00,Основной,Программирование,A1,Петров,Разговор,1,1,0,0,Ученик_653,активна,1,1.5,90
4490,653,16.08.2024,10:00,Основной,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_653,активна,1,1.5,45
4491,653,21.08.2024,16:00,Основной,Английский,B2,Петров,Лексика,1,0,0,0,Ученик_653,заморожена,0,2.0,60
4492,653,25.08.2024,19:00,Основной,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_653,активна,1,1.0,45
4493,654,14.09.2024,20:00,Северный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_654,активна,1,1.5,90
4494,654,23.09.2024,12:00,Северный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_654,активна,1,1.0,60
4495,654,27.09.2024,16:00,Северный,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_654,активна,1,1.0,60
4496,654,07.10.2024,10:00,Северный,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_654,активна,1,1.0,60
4497,654,16.10.2024,9:00,Северный,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_654,активна,1,1.0,60
4498,654,25.10.2024,13:00,Северный,Английский,B2,Петров,Разговор,1,0,0,0,Ученик_654,заморожена,0,1.5,60
4499,654,28.10.2024,14:00,Северный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_654,активна,1,2.0,90
4500,655,24.02.2026,12:00,Северный,Математика,B2,Сидорова,Разговор,1,1,0,0,Ученик_655,активна,1,1.0,45
4501,655,03.03.2026,11:00,Северный,Программирование,C1,Иванов,Разговор,1,1,0,0,Ученик_655,активна,1,1.5,60
4502,655,10.03.2026,14:00,Северный,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_655,активна,1,2.0,45
4503,655,23.03.2026,20:00,Северный,Математика,B2,Петров,Лексика,1,1,0,0,Ученик_655,активна,1,1.5,90
4504,655,31.03.2026,20:00,Северный,Программирование,C1,Сидорова,Грамматика,1,0,0,0,Ученик_655,заморожена,0,2.0,60
4505,656,24.10.2025,11:00,Южный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_656,активна,1,2.0,60
4506,656,28.10.2025,14:00,Южный,Программирование,C1,Петров,Лексика,1,1,0,0,Ученик_656,активна,1,1.5,60
4507,656,03.11.2025,11:00,Южный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_656,активна,1,2.0,60
4508,656,15.11.2025,18:00,Южный,Программирование,A1,Иванов,Грамматика,1,1,0,0,Ученик_656,активна,1,1.0,45
4509,656,21.11.2025,10:00,Южный,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_656,активна,1,2.0,90
4510,656,24.11.2025,16:00,Южный,Английский,C1,Иванов,Лексика,1,1,0,0,Ученик_656,активна,1,1.5,60
4511,656,06.12.2025,13:00,Южный,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_656,активна,1,1.5,45
4512,656,08.12.2025,15:00,Южный,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_656,активна,1,1.5,60
4513,656,18.12.2025,17:00,Южный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_656,активна,1,1.5,45
4514,657,02.11.2024,17:00,Основной,Программирование,C1,Иванов,Лексика,1,0,0,0,Ученик_657,заморожена,0,1.5,60
4515,657,07.11.2024,15:00,Основной,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_657,активна,1,1.0,90
4516,657,19.11.2024,20:00,Основной,Английский,A1,Сидорова,Грамматика,1,1,0,0,Ученик_657,активна,1,1.0,90
4517,657,20.11.2024,15:00,Основной,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_657,активна,1,1.5,45
4518,657,27.11.2024,14:00,Основной,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_657,активна,1,1.0,60
4519,657,03.12.2024,10:00,Основной,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_657,активна,1,1.5,90
4520,657,14.12.2024,16:00,Основной,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_657,активна,1,1.0,90
4521,658,19.05.2024,12:00,Северный,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_658,активна,1,2.0,60
4522,658,01.06.2024,11:00,Северный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_658,активна,1,1.5,90
4523,658,06.06.2024,13:00,Северный,Математика,C1,Петров,Лексика,1,0,0,0,Ученик_658,заморожена,0,1.5,90
4524,658,11.06.2024,13:00,Северный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_658,активна,1,1.0,90
4525,658,17.06.2024,12:00,Северный,Математика,C1,Иванов,Лексика,1,0,0,0,Ученик_658,заморожена,0,2.0,90
4526,658,27.06.2024,20:00,Северный,Программирование,C1,Иванов,Разговор,1,1,0,0,Ученик_658,активна,1,1.5,90
4527,659,30.08.2024,10:00,Южный,Программирование,B2,Петров,Разговор,1,0,0,0,Ученик_659,заморожена,0,2.0,60
4528,659,01.09.2024,18:00,Южный,Программирование,B2,Петров,Лексика,1,0,0,0,Ученик_659,заморожена,0,2.0,60
4529,659,14.09.2024,18:00,Южный,Английский,C1,Сидорова,Лексика,1,1,0,0,Ученик_659,активна,1,2.0,90
4530,660,04.09.2024,19:00,Южный,Математика,A1,Петров,Лексика,1,1,0,0,Ученик_660,активна,1,2.0,90
4531,660,11.09.2024,13:00,Южный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_660,активна,1,2.0,45
4532,660,16.09.2024,11:00,Южный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_660,активна,1,2.0,60
4533,660,19.09.2024,17:00,Южный,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_660,активна,1,1.5,60
4534,660,01.10.2024,15:00,Южный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_660,активна,1,2.0,45
4535,660,05.10.2024,11:00,Южный,Математика,B2,Иванов,Лексика,1,0,0,0,Ученик_660,заморожена,0,2.0,90
4536,661,28.06.2025,15:00,Основной,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_661,активна,1,1.5,60
4537,661,09.07.2025,10:00,Основной,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_661,активна,1,1.5,90
4538,661,12.07.2025,20:00,Основной,Программирование,C1,Сидорова,Лексика,1,1,0,0,Ученик_661,активна,1,1.5,45
4539,661,20.07.2025,16:00,Основной,Математика,B2,Иванов,Лексика,1,0,0,0,Ученик_661,заморожена,0,1.0,60
4540,661,30.07.2025,16:00,Основной,Английский,A1,Петров,Разговор,1,0,0,0,Ученик_661,заморожена,0,1.0,90
4541,661,31.07.2025,13:00,Основной,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_661,активна,1,2.0,90
4542,661,11.08.2025,14:00,Основной,Английский,B2,Петров,Разговор,1,1,0,0,Ученик_661,активна,1,1.0,60
4543,661,17.08.2025,13:00,Основной,Программирование,C1,Петров,Лексика,1,0,0,0,Ученик_661,заморожена,0,1.5,90
4544,661,25.08.2025,19:00,Основной,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_661,активна,1,1.0,45
4545,662,03.07.2025,11:00,Южный,Английский,C1,Петров,Грамматика,1,0,0,0,Ученик_662,заморожена,0,2.0,60
4546,662,08.07.2025,19:00,Южный,Математика,A1,Петров,Разговор,1,0,0,0,Ученик_662,заморожена,0,1.5,45
4547,662,14.07.2025,18:00,Южный,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_662,активна,1,1.5,45
4548,662,23.07.2025,11:00,Южный,Программирование,C1,Петров,Лексика,1,0,0,0,Ученик_662,заморожена,0,1.0,45
4549,662,01.08.2025,18:00,Южный,Программирование,A1,Сидорова,Грамматика,1,0,0,0,Ученик_662,заморожена,0,1.5,60
4550,663,01.01.2026,11:00,Основной,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_663,активна,1,2.0,60
4551,663,04.01.2026,16:00,Основной,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_663,активна,1,1.5,45
4552,663,18.01.2026,16:00,Основной,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_663,активна,1,1.5,60
4553,664,17.07.2025,13:00,Северный,Программирование,A1,Сидорова,Грамматика,1,1,0,0,Ученик_664,активна,1,1.5,45
4554,664,29.07.2025,9:00,Северный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_664,активна,1,2.0,45
4555,664,04.08.2025,15:00,Северный,Программирование,A1,Петров,Лексика,1,1,0,0,Ученик_664,активна,1,2.0,60
4556,664,06.08.2025,17:00,Северный,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_664,активна,1,2.0,45
4557,664,13.08.2025,12:00,Северный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_664,активна,1,2.0,45
4558,664,22.08.2025,16:00,Северный,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_664,активна,1,2.0,90
4559,664,29.08.2025,13:00,Северный,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_664,активна,1,1.0,45
4560,664,09.09.2025,19:00,Северный,Математика,C1,Сидорова,Грамматика,1,1,0,0,Ученик_664,активна,1,1.0,90
4561,664,12.09.2025,13:00,Северный,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_664,активна,1,1.0,45
4562,664,19.09.2025,18:00,Северный,Английский,B2,Петров,Лексика,1,1,0,0,Ученик_664,активна,1,2.0,60
4563,665,10.10.2025,19:00,Основной,Английский,A1,Иванов,Грамматика,1,0,0,0,Ученик_665,заморожена,0,2.0,90
4564,665,16.10.2025,18:00,Основной,Математика,B2,Сидорова,Лексика,1,0,0,0,Ученик_665,заморожена,0,2.0,90
4565,665,27.10.2025,18:00,Основной,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_665,активна,1,1.0,90
4566,665,06.11.2025,19:00,Основной,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_665,активна,1,2.0,60
4567,665,12.11.2025,20:00,Основной,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_665,активна,1,2.0,90
4568,665,18.11.2025,12:00,Основной,Английский,C1,Иванов,Лексика,1,1,0,0,Ученик_665,активна,1,1.5,45
4569,665,21.11.2025,18:00,Основной,Английский,A1,Петров,Грамматика,1,0,0,0,Ученик_665,заморожена,0,1.5,45
4570,665,02.12.2025,11:00,Основной,Математика,B2,Сидорова,Разговор,1,1,0,0,Ученик_665,активна,1,1.0,60
4571,665,08.12.2025,20:00,Основной,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_665,активна,1,1.0,60
4572,665,18.12.2025,16:00,Основной,Программирование,A1,Сидорова,Разговор,1,1,0,0,Ученик_665,активна,1,2.0,90
4573,666,08.11.2024,10:00,Северный,Английский,C1,Петров,Лексика,1,0,0,0,Ученик_666,заморожена,0,1.0,90
4574,666,18.11.2024,16:00,Северный,Программирование,B2,Сидорова,Грамматика,1,1,0,0,Ученик_666,активна,1,1.0,60
4575,666,18.11.2024,20:00,Северный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_666,активна,1,1.5,60
4576,666,27.11.2024,13:00,Северный,Английский,C1,Петров,Лексика,1,0,0,0,Ученик_666,заморожена,0,1.0,45
4577,666,02.12.2024,13:00,Северный,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_666,активна,1,1.0,60
4578,667,22.06.2024,11:00,Южный,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_667,активна,1,1.0,60
4579,667,28.06.2024,11:00,Южный,Математика,B2,Петров,Разговор,1,0,0,0,Ученик_667,заморожена,0,1.0,60
4580,667,11.07.2024,14:00,Южный,Математика,A1,Иванов,Разговор,1,1,0,0,Ученик_667,активна,1,1.0,60
4581,667,15.07.2024,19:00,Южный,Английский,A1,Иванов,Разговор,1,0,0,0,Ученик_667,заморожена,0,1.5,90
4582,667,23.07.2024,16:00,Южный,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_667,активна,1,1.0,90
4583,668,03.09.2025,20:00,Основной,Английский,C1,Сидорова,Лексика,1,1,0,0,Ученик_668,активна,1,1.5,90
4584,668,13.09.2025,16:00,Основной,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_668,активна,1,1.0,45
4585,668,19.09.2025,20:00,Основной,Программирование,B2,Иванов,Лексика,1,0,0,0,Ученик_668,заморожена,0,1.0,45
4586,668,01.10.2025,19:00,Основной,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_668,активна,1,2.0,60
4587,668,03.10.2025,10:00,Основной,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_668,активна,1,2.0,90
4588,668,12.10.2025,9:00,Основной,Математика,A1,Иванов,Разговор,1,1,0,0,Ученик_668,активна,1,1.5,60
4589,668,19.10.2025,18:00,Основной,Математика,B2,Иванов,Грамматика,1,0,0,0,Ученик_668,заморожена,0,2.0,60
4590,668,23.10.2025,13:00,Основной,Английский,B2,Сидорова,Разговор,1,0,0,0,Ученик_668,заморожена,0,1.0,60
4591,668,05.11.2025,17:00,Основной,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_668,активна,1,1.5,45
4592,668,06.11.2025,20:00,Основной,Английский,A1,Сидорова,Грамматика,1,0,0,0,Ученик_668,заморожена,0,2.0,60
4593,669,25.07.2024,11:00,Северный,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_669,активна,1,2.0,60
4594,669,02.08.2024,18:00,Северный,Математика,B2,Иванов,Лексика,1,0,0,0,Ученик_669,заморожена,0,1.5,90
4595,669,07.08.2024,14:00,Северный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_669,активна,1,1.0,45
4596,669,13.08.2024,13:00,Северный,Английский,B2,Сидорова,Лексика,1,1,0,0,Ученик_669,активна,1,2.0,90
4597,669,22.08.2024,20:00,Северный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_669,активна,1,2.0,90
4598,669,25.08.2024,16:00,Северный,Английский,A1,Петров,Разговор,1,1,0,0,Ученик_669,активна,1,2.0,45
4599,670,14.11.2024,17:00,Северный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_670,активна,1,2.0,60
4600,670,20.11.2024,9:00,Северный,Программирование,A1,Петров,Лексика,1,0,0,0,Ученик_670,заморожена,0,2.0,90
4601,670,28.11.2024,14:00,Северный,Английский,B2,Петров,Разговор,1,0,0,0,Ученик_670,заморожена,0,1.5,45
4602,671,08.04.2025,13:00,Южный,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_671,активна,1,1.0,90
4603,671,17.04.2025,19:00,Южный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_671,активна,1,2.0,60
4604,671,18.04.2025,10:00,Южный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_671,активна,1,2.0,60
4605,671,27.04.2025,13:00,Южный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_671,активна,1,1.0,60
4606,671,03.05.2025,18:00,Южный,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_671,активна,1,1.0,45
4607,672,24.08.2024,19:00,Северный,Программирование,A1,Петров,Разговор,1,0,0,0,Ученик_672,заморожена,0,1.0,45
4608,672,30.08.2024,13:00,Северный,Английский,B2,Петров,Разговор,1,1,0,0,Ученик_672,активна,1,1.5,45
4609,672,03.09.2024,19:00,Северный,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_672,активна,1,1.0,90
4610,672,07.09.2024,10:00,Северный,Математика,A1,Петров,Грамматика,1,1,0,0,Ученик_672,активна,1,1.0,60
