Дата,Время,Филиал,Программа,Группа,Преподаватель,Тема,Записано,Пришло,Пропусков всего,Пропусков по уваж. причине,Ученик,Статус записи в группу,Посещение,Продолж. ас/ч,Продолж. ак/ч
21.05.2025,10:00,Северный,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_510,активна,1,2.0,90
06.01.2025,9:00,Основной,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_511,активна,1,1.5,90
12.01.2025,18:00,Основной,Программирование,A1,Сидорова,Грамматика,1,1,0,0,Ученик_511,активна,1,1.0,45
19.01.2025,10:00,Основной,Английский,B2,Петров,Грамматика,1,0,0,0,Ученик_511,заморожена,0,2.0,90
28.01.2025,20:00,Основной,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_511,активна,1,1.5,45
28.01.2025,10:00,Основной,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_511,активна,1,2.0,90
10.02.2025,12:00,Основной,Математика,C1,Иванов,Разговор,1,1,0,0,Ученик_511,активна,1,1.0,90
12.02.2025,16:00,Основной,Математика,C1,Петров,Лексика,1,1,0,0,Ученик_511,активна,1,1.5,60
15.12.2025,18:00,Основной,Программирование,C1,Сидорова,Лексика,1,1,0,0,Ученик_512,активна,1,2.0,90
23.12.2025,12:00,Основной,Математика,B2,Сидорова,Разговор,1,1,0,0,Ученик_512,активна,1,2.0,60
27.12.2025,11:00,Основной,Английский,A1,Сидорова,Грамматика,1,1,0,0,Ученик_512,активна,1,1.0,90
08.01.2026,15:00,Основной,Программирование,C1,Иванов,Грамматика,1,0,0,0,Ученик_512,заморожена,0,1.5,60
15.11.2025,18:00,Южный,Математика,C1,Сидорова,Грамматика,1,1,0,0,Ученик_513,активна,1,1.0,60
24.11.2025,12:00,Южный,Программирование,A1,Иванов,Разговор,1,1,0,0,Ученик_513,активна,1,1.5,90
01.12.2025,19:00,Южный,Математика,C1,Иванов,Разговор,1,1,0,0,Ученик_513,активна,1,2.0,90
12.12.2025,12:00,Южный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_513,активна,1,2.0,45
12.12.2025,19:00,Южный,Математика,C1,Петров,Лексика,1,1,0,0,Ученик_513,активна,1,1.5,90
20.12.2025,17:00,Южный,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_513,активна,1,2.0,45
30.12.2025,10:00,Южный,Математика,A1,Сидорова,Грамматика,1,0,0,0,Ученик_513,заморожена,0,1.0,45
21.02.2026,19:00,Южный,Математика,C1,Петров,Лексика,1,1,0,0,Ученик_514,активна,1,1.0,45
01.03.2026,16:00,Южный,Математика,C1,Сидорова,Грамматика,1,0,0,0,Ученик_514,заморожена,0,1.5,60
11.03.2026,16:00,Южный,Программирование,B2,Сидорова,Грамматика,1,0,0,0,Ученик_514,заморожена,0,1.5,60
14.03.2026,11:00,Южный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_514,активна,1,2.0,60
21.03.2026,17:00,Южный,Программирование,A1,Иванов,Разговор,1,1,0,0,Ученик_514,активна,1,1.5,60
30.03.2026,18:00,Южный,Английский,B2,Иванов,Грамматика,1,1,0,0,Ученик_514,активна,1,2.0,60
01.04.2026,12:00,Южный,Математика,C1,Сидорова,Лексика,1,0,0,0,Ученик_514,заморожена,0,1.5,90
19.03.2026,18:00,Южный,Математика,A1,Иванов,Разговор,1,1,0,0,Ученик_514,активна,1,1.0,60
04.03.2026,16:00,Южный,Английский,C1,Сидорова,Лексика,1,0,0,0,Ученик_514,заморожена,0,1.5,45
12.10.2024,13:00,Северный,Английский,C1,Сидорова,Лексика,1,1,0,0,Ученик_515,активна,1,1.5,45
13.10.2024,10:00,Северный,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_515,активна,1,2.0,90
27.10.2024,12:00,Северный,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_515,активна,1,1.0,45
07.10.2024,10:00,Южный,Программирование,C1,Сидорова,Разговор,1,0,0,0,Ученик_516,заморожена,0,1.5,90
14.10.2024,11:00,Южный,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_516,активна,1,1.5,60
23.10.2024,17:00,Южный,Программирование,A1,Иванов,Грамматика,1,1,0,0,Ученик_516,активна,1,1.5,90
03.11.2024,12:00,Южный,Математика,B2,Петров,Лексика,1,1,0,0,Ученик_516,активна,1,1.0,90
04.11.2024,15:00,Южный,Математика,C1,Иванов,Лексика,1,1,0,0,Ученик_516,активна,1,1.0,60
15.11.2024,13:00,Южный,Математика,A1,Иванов,Грамматика,1,0,0,0,Ученик_516,заморожена,0,1.0,45
22.11.2024,15:00,Южный,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_516,активна,1,1.0,90
27.06.2025,9:00,Основной,Математика,A1,Петров,Грамматика,1,1,0,0,Ученик_517,активна,1,2.0,60
04.07.2025,15:00,Основной,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_517,активна,1,1.5,90
08.07.2025,9:00,Основной,Математика,A1,Иванов,Разговор,1,0,0,0,Ученик_517,заморожена,0,2.0,45
15.07.2025,14:00,Основной,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_517,активна,1,1.0,45
26.07.2025,20:00,Основной,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_517,активна,1,1.0,45
02.08.2025,16:00,Основной,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_517,активна,1,2.0,45
10.08.2025,19:00,Основной,Английский,C1,Сидорова,Лексика,1,1,0,0,Ученик_517,активна,1,1.5,45
15.08.2025,12:00,Основной,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_517,активна,1,1.0,45
24.08.2025,18:00,Основной,Английский,B2,Петров,Разговор,1,0,0,0,Ученик_517,заморожена,0,1.5,90
01.05.2024,18:00,Основной,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_518,активна,1,1.5,90
09.05.2024,20:00,Основной,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_518,активна,1,2.0,45
16.05.2024,18:00,Основной,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_518,активна,1,2.0,60
07.05.2025,18:00,Северный,Математика,C1,Иванов,Лексика,1,1,0,0,Ученик_519,активна,1,1.0,60
12.05.2025,12:00,Северный,Программирование,B2,Сидорова,Разговор,1,0,0,0,Ученик_519,заморожена,0,1.5,90
22.05.2025,13:00,Северный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_519,активна,1,1.0,45
28.05.2025,9:00,Северный,Английский,B2,Петров,Грамматика,1,0,0,0,Ученик_519,заморожена,0,1.0,45
06.06.2025,15:00,Северный,Программирование,C1,Сидорова,Разговор,1,0,0,0,Ученик_519,заморожена,0,1.5,60
14.06.2025,17:00,Северный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_519,активна,1,1.5,45
17.06.2025,15:00,Северный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_519,активна,1,1.0,60
27.06.2025,20:00,Северный,Программирование,C1,Иванов,Лексика,1,0,0,0,Ученик_519,заморожена,0,1.0,45
01.07.2025,9:00,Северный,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_519,активна,1,2.0,60
23.12.2024,14:00,Основной,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_520,активна,1,1.5,45
01.01.2025,9:00,Основной,Программирование,A1,Иванов,Разговор,1,0,0,0,Ученик_520,заморожена,0,2.0,60
10.01.2025,15:00,Основной,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_520,активна,1,1.0,45
13.01.2025,13:00,Основной,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_520,активна,1,1.5,45
25.01.2025,9:00,Основной,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_520,активна,1,1.0,90
01.02.2025,15:00,Основной,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_520,активна,1,1.0,90
08.02.2025,11:00,Основной,Английский,A1,Петров,Разговор,1,1,0,0,Ученик_520,активна,1,1.5,45
12.02.2025,9:00,Основной,Английский,A1,Иванов,Разговор,1,0,0,0,Ученик_520,заморожена,0,1.0,60
09.05.2024,19:00,Северный,Программирование,C1,Петров,Грамматика,1,1,0,0,Ученик_521,активна,1,1.5,60
17.05.2024,11:00,Северный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_521,активна,1,1.5,90
25.05.2024,16:00,Северный,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_521,активна,1,1.0,90
03.06.2024,12:00,Северный,Программирование,C1,Иванов,Разговор,1,1,0,0,Ученик_521,активна,1,1.0,90
08.06.2024,19:00,Северный,Английский,C1,Сидорова,Грамматика,1,0,0,0,Ученик_521,заморожена,0,1.5,90
18.06.2024,16:00,Северный,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_521,активна,1,2.0,45
24.06.2024,16:00,Северный,Программирование,A1,Иванов,Разговор,1,0,0,0,Ученик_521,заморожена,0,2.0,90
01.07.2024,10:00,Северный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_521,активна,1,2.0,90
05.07.2024,19:00,Северный,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_521,активна,1,2.0,60
26.05.2025,16:00,Основной,Программирование,A1,Петров,Лексика,1,1,0,0,Ученик_522,активна,1,1.5,45
06.06.2025,19:00,Основной,Программирование,C1,Сидорова,Лексика,1,1,0,0,Ученик_522,активна,1,1.0,60
16.06.2025,15:00,Основной,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_522,активна,1,1.0,90
30.01.2025,18:00,Северный,Математика,A1,Сидорова,Лексика,1,0,0,0,Ученик_523,заморожена,0,2.0,60
11.02.2025,11:00,Северный,Английский,B2,Сидорова,Лексика,1,1,0,0,Ученик_523,активна,1,1.5,45
16.02.2025,12:00,Северный,Программирование,A1,Сидорова,Лексика,1,0,0,0,Ученик_523,заморожена,0,2.0,45
25.02.2025,18:00,Северный,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_523,активна,1,1.5,45
12.02.2026,15:00,Южный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_524,активна,1,2.0,45
24.02.2026,14:00,Южный,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_524,активна,1,2.0,45
01.03.2026,12:00,Южный,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_524,активна,1,1.5,45
10.03.2026,16:00,Южный,Программирование,B2,Иванов,Разговор,1,0,0,0,Ученик_524,заморожена,0,1.0,90
06.08.2025,17:00,Северный,Английский,A1,Сидорова,Грамматика,1,1,0,0,Ученик_525,активна,1,1.5,45
14.08.2025,13:00,Северный,Программирование,B2,Сидорова,Разговор,1,1,0,0,Ученик_525,активна,1,2.0,60
20.08.2025,10:00,Северный,Английский,A1,Петров,Разговор,1,0,0,0,Ученик_525,заморожена,0,1.5,90
31.08.2025,16:00,Северный,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_525,активна,1,2.0,45
04.09.2025,10:00,Северный,Английский,C1,Сидорова,Лексика,1,0,0,0,Ученик_525,заморожена,0,1.0,45
08.09.2025,20:00,Северный,Математика,C1,Петров,Разговор,1,0,0,0,Ученик_525,заморожена,0,1.0,45
18.09.2025,17:00,Северный,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_525,активна,1,2.0,60
26.09.2025,14:00,Северный,Программирование,A1,Сидорова,Грамматика,1,1,0,0,Ученик_525,активна,1,1.0,45
30.09.2025,13:00,Северный,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_525,активна,1,2.0,45
13.10.2025,17:00,Северный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_525,активна,1,2.0,90
15.03.2026,19:00,Северный,Программирование,A1,Иванов,Грамматика,1,1,0,0,Ученик_526,активна,1,1.5,90
22.03.2026,9:00,Северный,Английский,C1,Иванов,Грамматика,1,0,0,0,Ученик_526,заморожена,0,1.5,45
26.03.2026,13:00,Северный,Английский,C1,Иванов,Лексика,1,1,0,0,Ученик_526,активна,1,1.5,45
30.03.2026,14:00,Северный,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_526,активна,1,1.5,45
01.04.2026,10:00,Северный,Английский,A1,Иванов,Лексика,1,1,0,0,Ученик_526,активна,1,1.5,60
14.03.2026,9:00,Северный,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_526,активна,1,2.0,45
13.03.2026,15:00,Северный,Программирование,B2,Иванов,Разговор,1,0,0,0,Ученик_526,заморожена,0,1.0,60
07.03.2026,20:00,Северный,Программирование,C1,Сидорова,Разговор,1,1,0,0,Ученик_526,активна,1,2.0,60
17.03.2026,20:00,Северный,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_526,активна,1,2.0,60
11.03.2026,12:00,Северный,Программирование,C1,Иванов,Разговор,1,1,0,0,Ученик_526,активна,1,2.0,45
31.10.2025,11:00,Основной,Английский,B2,Сидорова,Лексика,1,1,0,0,Ученик_527,активна,1,1.0,45
04.11.2025,18:00,Основной,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_527,активна,1,2.0,60
08.11.2025,16:00,Основной,Программирование,A1,Петров,Грамматика,1,0,0,0,Ученик_527,заморожена,0,2.0,90
14.11.2025,18:00,Основной,Программирование,B2,Петров,Разговор,1,1,0,0,Ученик_527,активна,1,2.0,45
24.11.2025,10:00,Основной,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_527,активна,1,1.5,90
01.12.2025,10:00,Основной,Программирование,C1,Петров,Грамматика,1,0,0,0,Ученик_527,заморожена,0,2.0,60
07.12.2025,13:00,Основной,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_527,активна,1,2.0,45
19.12.2025,18:00,Основной,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_527,активна,1,1.0,90
24.12.2025,16:00,Основной,Английский,A1,Иванов,Разговор,1,0,0,0,Ученик_527,заморожена,0,1.5,90
04.10.2025,12:00,Южный,Математика,C1,Сидорова,Лексика,1,0,0,0,Ученик_528,заморожена,0,1.0,45
15.10.2025,19:00,Южный,Математика,C1,Петров,Грамматика,1,1,0,0,Ученик_528,активна,1,2.0,60
21.10.2025,9:00,Южный,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_528,активна,1,2.0,60
31.10.2025,17:00,Южный,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_528,активна,1,2.0,90
02.11.2025,10:00,Южный,Английский,C1,Иванов,Лексика,1,0,0,0,Ученик_528,заморожена,0,1.0,90
07.11.2025,9:00,Южный,Программирование,B2,Петров,Грамматика,1,0,0,0,Ученик_528,заморожена,0,1.0,45
18.11.2025,20:00,Южный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_528,активна,1,2.0,90
21.11.2025,13:00,Южный,Английский,A1,Сидорова,Лексика,1,0,0,0,Ученик_528,заморожена,0,2.0,60
04.12.2025,17:00,Южный,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_528,активна,1,1.5,45
09.12.2025,16:00,Южный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_528,активна,1,2.0,60
19.12.2025,9:00,Южный,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_528,активна,1,1.0,45
17.09.2024,16:00,Южный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_529,активна,1,1.5,45
21.09.2024,11:00,Южный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_529,активна,1,2.0,90
05.10.2024,13:00,Южный,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_529,активна,1,2.0,45
09.10.2024,12:00,Южный,Программирование,A1,Петров,Лексика,1,1,0,0,Ученик_529,активна,1,2.0,90
14.10.2024,18:00,Южный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_529,активна,1,1.5,90
20.10.2024,19:00,Южный,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_529,активна,1,1.5,60
29.10.2024,10:00,Южный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_529,активна,1,1.5,45
03.11.2024,14:00,Южный,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_529,активна,1,1.0,45
13.11.2024,16:00,Южный,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_529,активна,1,1.5,60
15.04.2024,20:00,Основной,Математика,A1,Петров,Грамматика,1,1,0,0,Ученик_530,активна,1,1.5,45
17.04.2024,10:00,Основной,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_530,активна,1,1.0,45
22.04.2024,9:00,Основной,Математика,A1,Петров,Грамматика,1,0,0,0,Ученик_530,заморожена,0,1.0,90
05.05.2024,12:00,Основной,Английский,A1,Петров,Грамматика,1,0,0,0,Ученик_530,заморожена,0,1.0,45
11.03.2025,19:00,Северный,Математика,B2,Сидорова,Грамматика,1,1,0,0,Ученик_531,активна,1,2.0,60
17.03.2025,19:00,Северный,Английский,B2,Петров,Грамматика,1,0,0,0,Ученик_531,заморожена,0,1.0,60
22.03.2025,14:00,Северный,Программирование,C1,Сидорова,Разговор,1,0,0,0,Ученик_531,заморожена,0,2.0,60
01.04.2025,15:00,Северный,Программирование,A1,Сидорова,Лексика,1,0,0,0,Ученик_531,заморожена,0,1.5,60
07.04.2025,14:00,Северный,Программирование,A1,Петров,Разговор,1,1,0,0,Ученик_531,активна,1,1.0,90
16.04.2025,10:00,Северный,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_531,активна,1,1.5,45
10.03.2025,11:00,Южный,Английский,B2,Сидорова,Лексика,1,0,0,0,Ученик_532,заморожена,0,2.0,45
20.03.2025,20:00,Южный,Английский,C1,Сидорова,Разговор,1,0,0,0,Ученик_532,заморожена,0,1.5,90
24.03.2025,9:00,Южный,Математика,A1,Петров,Лексика,1,0,0,0,Ученик_532,заморожена,0,1.0,60
30.03.2025,19:00,Южный,Математика,A1,Петров,Лексика,1,0,0,0,Ученик_532,заморожена,0,1.5,45
10.04.2025,20:00,Южный,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_532,активна,1,1.5,60
16.04.2025,13:00,Южный,Программирование,B2,Петров,Разговор,1,0,0,0,Ученик_532,заморожена,0,1.0,45
23.12.2025,9:00,Северный,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_533,активна,1,2.0,90
28.12.2025,17:00,Северный,Математика,A1,Сидорова,Разговор,1,1,0,0,Ученик_533,активна,1,1.5,60
07.01.2026,16:00,Северный,Математика,C1,Иванов,Разговор,1,0,0,0,Ученик_533,заморожена,0,1.5,90
13.01.2026,15:00,Северный,Английский,C1,Иванов,Грамматика,1,1,0,0,Ученик_533,активна,1,1.0,45
20.01.2026,11:00,Северный,Математика,B2,Петров,Разговор,1,1,0,0,Ученик_533,активна,1,1.0,90
29.01.2026,15:00,Северный,Английский,C1,Сидорова,Грамматика,1,1,0,0,Ученик_533,активна,1,1.0,90
03.02.2026,16:00,Северный,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_533,активна,1,1.5,90
07.02.2026,13:00,Северный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_533,активна,1,1.0,45
01.04.2025,19:00,Основной,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_534,активна,1,2.0,60
09.04.2025,18:00,Основной,Программирование,C1,Петров,Лексика,1,1,0,0,Ученик_534,активна,1,1.0,60
18.04.2025,12:00,Основной,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_534,активна,1,1.5,90
26.04.2025,14:00,Основной,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_534,активна,1,1.5,90
02.05.2025,20:00,Основной,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_534,активна,1,2.0,45
05.05.2025,13:00,Основной,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_534,активна,1,1.5,90
12.05.2025,11:00,Основной,Английский,C1,Петров,Грамматика,1,1,0,0,Ученик_534,активна,1,1.0,45
21.05.2025,19:00,Основной,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_534,активна,1,1.5,60
13.06.2025,19:00,Основной,Математика,A1,Петров,Разговор,1,0,0,0,Ученик_535,заморожена,0,1.5,60
21.06.2025,11:00,Основной,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_535,активна,1,1.0,45
23.06.2025,11:00,Основной,Программирование,A1,Сидорова,Разговор,1,1,0,0,Ученик_535,активна,1,2.0,45
30.06.2025,19:00,Основной,Математика,C1,Сидорова,Лексика,1,0,0,0,Ученик_535,заморожена,0,2.0,60
09.07.2025,17:00,Основной,Программирование,A1,Петров,Лексика,1,0,0,0,Ученик_535,заморожена,0,1.5,60
18.07.2025,18:00,Основной,Английский,B2,Сидорова,Лексика,1,1,0,0,Ученик_535,активна,1,1.0,45
28.07.2025,11:00,Основной,Программирование,B2,Сидорова,Грамматика,1,1,0,0,Ученик_535,активна,1,2.0,60
30.07.2025,14:00,Основной,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_535,активна,1,1.5,45
11.08.2025,11:00,Основной,Английский,B2,Иванов,Разговор,1,0,0,0,Ученик_535,заморожена,0,2.0,60
17.08.2025,18:00,Основной,Программирование,B2,Петров,Грамматика,1,0,0,0,Ученик_535,заморожена,0,1.5,45
23.08.2025,16:00,Основной,Английский,A1,Иванов,Лексика,1,0,0,0,Ученик_535,заморожена,0,1.0,45
18.07.2025,16:00,Основной,Английский,A1,Сидорова,Разговор,1,1,0,0,Ученик_536,активна,1,1.5,45
29.07.2025,12:00,Основной,Математика,B2,Иванов,Грамматика,1,0,0,0,Ученик_536,заморожена,0,1.0,90
05.08.2025,13:00,Основной,Английский,C1,Петров,Разговор,1,0,0,0,Ученик_536,заморожена,0,1.5,45
07.08.2025,16:00,Основной,Программирование,B2,Сидорова,Разговор,1,0,0,0,Ученик_536,заморожена,0,2.0,45
14.08.2025,20:00,Основной,Английский,A1,Сидорова,Грамматика,1,1,0,0,Ученик_536,активна,1,1.5,45
21.08.2025,19:00,Основной,Программирование,B2,Иванов,Грамматика,1,1,0,0,Ученик_536,активна,1,1.0,90
30.08.2025,12:00,Основной,Программирование,C1,Сидорова,Лексика,1,1,0,0,Ученик_536,активна,1,2.0,60
02.09.2025,12:00,Основной,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_536,активна,1,2.0,90
16.09.2025,10:00,Основной,Математика,B2,Петров,Разговор,1,0,0,0,Ученик_536,заморожена,0,1.0,45
18.09.2025,17:00,Основной,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_536,активна,1,1.0,90
27.09.2025,16:00,Основной,Математика,A1,Иванов,Разговор,1,0,0,0,Ученик_536,заморожена,0,1.5,45
15.01.2026,9:00,Южный,Математика,C1,Сидорова,Разговор,1,0,0,0,Ученик_537,заморожена,0,1.5,60
24.01.2026,16:00,Южный,Математика,B2,Сидорова,Разговор,1,0,0,0,Ученик_537,заморожена,0,1.5,45
31.01.2026,10:00,Южный,Математика,B2,Иванов,Лексика,1,0,0,0,Ученик_537,заморожена,0,2.0,60
26.08.2025,15:00,Основной,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_538,активна,1,1.5,45
07.09.2025,15:00,Основной,Математика,A1,Сидорова,Грамматика,1,1,0,0,Ученик_538,активна,1,1.5,90
09.09.2025,12:00,Основной,Программирование,C1,Петров,Разговор,1,1,0,0,Ученик_538,активна,1,1.5,45
18.09.2025,11:00,Основной,Английский,B2,Петров,Лексика,1,1,0,0,Ученик_538,активна,1,2.0,45
25.09.2025,12:00,Основной,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_538,активна,1,2.0,60
05.10.2025,9:00,Основной,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_538,активна,1,2.0,90
11.10.2025,20:00,Основной,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_538,активна,1,1.5,60
13.10.2025,10:00,Основной,Английский,B2,Сидорова,Лексика,1,0,0,0,Ученик_538,заморожена,0,1.5,90
25.09.2025,13:00,Северный,Английский,C1,Петров,Разговор,1,0,0,0,Ученик_539,заморожена,0,1.0,90
07.10.2025,14:00,Северный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_539,активна,1,1.0,45
11.10.2025,10:00,Северный,Математика,C1,Петров,Лексика,1,1,0,0,Ученик_539,активна,1,2.0,90
27.04.2024,13:00,Основной,Английский,B2,Сидорова,Грамматика,1,0,0,0,Ученик_540,заморожена,0,1.5,60
02.05.2024,16:00,Основной,Программирование,C1,Иванов,Лексика,1,1,0,0,Ученик_540,активна,1,1.5,45
16.05.2024,18:00,Основной,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_540,активна,1,1.0,45
19.05.2024,20:00,Основной,Английский,B2,Иванов,Лексика,1,1,0,0,Ученик_540,активна,1,1.5,45
25.05.2024,16:00,Основной,Английский,A1,Иванов,Грамматика,1,1,0,0,Ученик_540,активна,1,1.0,45
04.06.2024,17:00,Основной,Программирование,B2,Сидорова,Грамматика,1,1,0,0,Ученик_540,активна,1,1.5,45
08.06.2024,11:00,Основной,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_540,активна,1,1.0,90
13.06.2024,14:00,Основной,Математика,C1,Иванов,Лексика,1,0,0,0,Ученик_540,заморожена,0,2.0,90
12.08.2025,12:00,Основной,Английский,A1,Петров,Грамматика,1,1,0,0,Ученик_541,активна,1,1.0,90
25.08.2025,12:00,Основной,Английский,C1,Сидорова,Лексика,1,1,0,0,Ученик_541,активна,1,1.5,90
30.08.2025,19:00,Основной,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_541,активна,1,1.0,90
09.09.2025,15:00,Основной,Английский,A1,Петров,Лексика,1,0,0,0,Ученик_541,заморожена,0,1.5,45
13.09.2025,12:00,Основной,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_541,активна,1,2.0,90
17.09.2025,19:00,Основной,Математика,B2,Петров,Грамматика,1,1,0,0,Ученик_541,активна,1,1.5,90
19.07.2024,20:00,Основной,Программирование,B2,Иванов,Разговор,1,1,0,0,Ученик_542,активна,1,2.0,60
25.07.2024,10:00,Основной,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_542,активна,1,1.5,45
31.07.2024,14:00,Основной,Программирование,B2,Петров,Грамматика,1,1,0,0,Ученик_542,активна,1,2.0,45
06.08.2024,20:00,Основной,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_542,активна,1,1.0,60
14.08.2024,19:00,Основной,Английский,B2,Иванов,Разговор,1,1,0,0,Ученик_542,активна,1,2.0,90
23.08.2024,12:00,Основной,Программирование,B2,Сидорова,Разговор,1,1,0,0,Ученик_542,активна,1,1.0,45
25.08.2024,20:00,Основной,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_542,активна,1,1.0,45
20.05.2025,9:00,Северный,Английский,B2,Сидорова,Грамматика,1,1,0,0,Ученик_543,активна,1,1.0,45
22.05.2025,13:00,Северный,Программирование,B2,Петров,Лексика,1,1,0,0,Ученик_543,активна,1,1.5,60
30.05.2025,19:00,Северный,Математика,A1,Сидорова,Лексика,1,1,0,0,Ученик_543,активна,1,2.0,90
11.06.2025,13:00,Северный,Математика,B2,Сидорова,Разговор,1,1,0,0,Ученик_543,активна,1,1.0,90
13.06.2025,15:00,Северный,Программирование,C1,Петров,Лексика,1,1,0,0,Ученик_543,активна,1,1.5,90
25.06.2025,19:00,Северный,Математика,B2,Петров,Лексика,1,1,0,0,Ученик_543,активна,1,2.0,60
02.07.2025,13:00,Северный,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_543,активна,1,1.5,45
03.07.2025,20:00,Северный,Математика,C1,Иванов,Разговор,1,1,0,0,Ученик_543,активна,1,1.5,60
15.07.2025,11:00,Северный,Английский,B2,Петров,Грамматика,1,1,0,0,Ученик_543,активна,1,1.5,90
